branchCode,branchName,address1,districtId,stateId,isHub,phone1,phone2,address2,cityId
VSH,VISAKHAPATNAM - WOODYARD STREET,"D.NO.26-3-8/7 SHOP NO.6,APIIC COMPLEX,HARBOUR APPROACH ROAD,OPP OLD BUSSTAND",19,1,0,,,,
YLM,YELAMANCHILI,"D.NO.16-27-126/1, COURT PETA,YELAMANCHILI - 531 055",19,1,0,,,,
BBL,BOBBILI,"D.NO. 23-C/18,BESIDE LAXMI THEATRE,",20,1,0,,,,
CPI,CHIPURUPALLE,"D.NO.23-183/B, OPP.RAILWAY STATION ,RAZAM ROAD,CHIPURUPALLI,VIZIANAGARAM (DIS)-535 128",20,1,0,,,,
GPN,GAJAPATHINAGARAM,"D.NO:4-118,MAIN BAZAR ,GAJAPATHINAGAR-535270",20,1,0,,,,
KTVS,KOTHAVALASA,"D.NO.11/26,SABBAVARAM ROAD",20,1,0,,,,
RBPM,RAMABHADRAPURAM,"D.NO.5-45, MAIN ROAD,,NEAR ANJANEYA TEMPLE",20,1,0,,,,
SKOT,SRUNGAVARAPUKOTA,"D.NO.4-49, MAIN ROAD - OPP JUDGE COURT,SRUNGAVARAPUKOTA",20,1,0,,,,
VJM,VIZIANAGARAM,"D.NO.8-1-166,DABA GARDENS,VIZIANAGARAM",20,1,0,,,,
ADK,ADDANKI,"D.NO.30-381, BANGLAW ROAD,,ADDANKI",21,1,0,,,,
BPP,BAPATLA,"D.NO.14-2-28, GROUND FLOOR, ISLAMPETA, 28TH WARD,COURT ROAD, BAPATLA, GUNTUR (D)-522 101",21,1,0,,,,
CRL,CHIRALA - HIGH SCHOOL ROAD,"D.NO.14-1-124/1, BESIDE IOB BANK,HIGH SCHOOL ROAD, CHIRALA",21,1,0,,,,
INK,INKOLLU,"D.NO.4-1, KADAVAKUDURU ROAD, INKOLLU,PRAKASAM (DISTRICT), A.P-523 167",21,1,0,,,,
MRU,MARTURU,"D.NO.13-175, MARTURU,NEAR PANCHAYAT OFFICE,PRAKASAM DISTRICT",21,1,0,,,,
MDM,MEDARAMETLA,"D.NO.8-23, SHOP NO.18, CHARAN COMPLEX,,MEDARAMETLA, PRAKASAM (D), A.P-523 212",21,1,0,,,,
PCH,PARCHUR,"D.NO. 10-115, D.V.B.COMPLEX ,INKOLLU ROAD",21,1,0,,,,
CNPD,CHINTALAPUDI,"D.NO.18-132/5, GANTA WARI STREET NEAR LIC OFFICE,,CHINTALAPUDI, WEST GODAVARI.",12,1,0,,,,
ELR,ELURU - VANGAYAGUDEM CENTRE,"D.NO.8-6-11, BENERJIPET, OLD ELECTRICAL OFFICEBUIL,PANDURANGA THEATRE DOWN, ELURU - 534 001",12,1,0,,,,
JRG,JANGAREDDYGUDEM,"AMBIKA GARDENS, INDIRA NAGAR, KOVVUR ROAD,,JANGAREDDIGUDEM",12,1,0,,,,
KKL,KAIKALUR,"D.NO.2-190, BYE PASS ROAD, KAIKALURU,OPP.TEMBER DEPO, KAIKALUR",12,1,0,,,,
NPM,NARAYANAPURAM,"D.NO.5-125/1, C/O.KRISHNA DIAGNOSTIC LABORATORY,,NEAR RAILWAY GATE, CHEBROLU, WEST GODAVARI DIST",12,1,0,,,,
NZV,NUZVID,"D.NO.12-405, STATION THOTA BESIDE, ,saibaba temple , nuzvid",12,1,0,,,,
ACMP,ATCHAMPET,"D.NO.3-126, KOTAR CENTRE,MAIN BAZAR",22,1,0,,,,
BPU,BHATTIPROLU,"D.NO:16-71,TUNUGUNTLAVARI STREET",22,1,0,,,,
CBLU,CHEBROLU,"D.NO:7-72,GOGINENIVARI STREET",22,1,0,,,,
CRKP,CHERUKUPALLE,"D.NO.10-32/1, TENALI ROAD, OPP.BHASKAR THEATARE,CHERUKUPALLI",22,1,0,,,,
APGT,GUNTUR - ARUNDELPET,"D.NO.6-5-18,5/4,NEAR DIST. LIBRARY, ARUNDALPET GUNTUR",22,1,0,,,,
ANGT,GUNTUR - AUTONAGAR,"PHASE NO.4,PLOT NO.9,BLOCK NO.33, shopping complex, AUTONAGAR",22,1,0,,,,
GNT,GUNTUR - ETUKURU ROAD,"WARD NO 36,D.NO:14-51/1,ETUKURU ROAD,,BACK SIDE OF VENKATESWARA WEIGHT BRIDGE,GUNTUR",22,1,0,,,,
KRSR,KROSURU,"D.NO.6-101/A,MAIN ROAD",22,1,0,,,,
MGI,MANGALAGIRI,"MANGALAGIRI NEW AUTO NAGAR, PLOT NO.288, 4TH CROSS,guntur (District)",22,1,0,,,,
PNR,PONNUR,"D.NO.22-6-33/1, SHARAF BAZAR, CHANDINI CHOWK ROAD,,GUNTUR 1 WAY ROAD, PONNUR, GUNTUR DIST.",22,1,0,,,,
PRPD,PRATHIPADU,"D.NO.10-18,OLD POST OFFICE ROAD",22,1,0,,,,
RPL,REPALLE,"D.NO.11-16-188/1, REPALLE RING ROAD CENTER,Near Fruit market",22,1,0,,,,
TNL,TENALI,"D.NO.7-10-6,PADMANABHUNIVARISTREET,GANGANAMMAPET,TENALI",22,1,0,,,,
CLP,CHALLAPALLI,"D.NO.15-134, NEAR CHALLAPALLI BUSSTAND,NAGAYALANKA ROAD, CHALLAPALLI, KRISHNA DISTRICT",23,1,0,,,,
GNVM,GANNAVARAM,"D.NO.2-153, BUDHAVARAM ROAD,,OPP.Z.P.HIGH SCHOOL, SRINAGAR COLONY, GANNAVARAM",23,1,0,,,,
GAA,GUDIVADA,"D.NO:16/329,NEAR KINNERA COMPLEX, OPP.BUSSTAND,SATYANARAYANAPURAM, GUDIVADA",23,1,0,,,,
HMJ,HANUMAN JUNCTION,"D.NO 2-174 , APPANAVEEDU , TALLAMUDI,,HUNUMAN JUNCTION",23,1,0,,,,
KKP,KANKIPADU,"D.NO.9-169A, MAIN ROAD,KANKIPADU,NEAR ANJANEYA SWAMY TEMPLE",23,1,0,,,,
KCP,KUCHIPUDI,"D.NO.2-96, PAMARRU ROAD,,OPP.CHICKEN CENTRE,PEDDAPUDI, MOVVA MND, KUCHIPUDI",23,1,0,,,,
MCPT,MACHILIPATNAM,"D.NO.6-551-3, KPJJILIPET,NEAR MINERVA TALKIES ROAD, MACHILIPATNAM",23,1,0,,,,
PRU,PAMARRU,"D.NO.14-115A,CHALLAPALLI ROAD",23,1,0,,,,
PDN,PEDANA,"D.NO:6-178-4, PEDANA.KRISHNA(DISTRICT).AP,BANTUMILLI ROAD",23,1,0,,,,
VZEK,VIJAYAWADA - ENIKEPADU,"D.NO.8-20, JANDACHETTU CENTRE,,ENIKEPADU,VIJAYAWADA,KRISHNA DIST",23,1,0,,,,
VZK,VIJAYAWADA - KANURU,"D.NO.18-667,BOSE BUILDINGS,KANURU,VIJAYAWADA",23,1,0,,,,
VZKA,VIJAYAWADA - NEW AUTONAGAR,"BLOCK NO C2,F NO 42,NEW AUTO NAGAR,KANURU,,",23,1,0,,,,
VZA,VIJAYAWADA - PAPPULA MILL CENTRE,"D.NO.11-13, PRABHAKARA RAO STREET,PAPPULA MILL CENTRE, ASHOK NAGAR",23,1,0,,,,
VYR,VUYYUR,"D.NO.8-155,KATURU ROAD, VUYYURU",23,1,0,,,,
JYPT,JAGGAYYAPETA,"KANYAKUMARI SHOPPING COMPLEX, SHOP NO.3,4,JAGHAYYAPET",24,1,0,,,,
KNKC,KANCHIKACHARLA,"NO.11-73/3,CHEVITIKALLU ROAD CENTRE",24,1,0,,,,
KNDP,KONDAPALLI,"D.NO.1-81/1, SG-56, B-COLONY MAIN ROAD,KONDAPALLI",24,1,0,,,,
MLVM,MYLAVARAM,"D NO.6-82/1, MYLAVARAM, OPP. RAMALAYAM,BESIDE OLD MASIDE, KRISHNA (DIST)",24,1,0,,,,
NGM,NANDIGAMA,"D.NO.19-56/7, MARKANDESWARA RAO COMPLEX,,NEAR MAYURI THEATRE,NEAR ANDHRA BANK",24,1,0,,,,
NUNA,NUNNA,"D.NO.6-45,MAIN ROAD,OPP SWAPNA THEATER",24,1,0,,,,
TRV,TIRUVURU,"D.NO:10-12,RAMALAYAM STREET",24,1,0,,,,
VZI,VIJAYAWADA - AUTONAGAR,"PLOT NO.126,127,1ST CROSS,3RD ROAD, AUTONAGAR",24,1,0,,,,
VZX,VIJAYAWADA - BHAVANIPURAM,"D.NO.1-4-63/1, RTC WORK SHOP ROAD,K.K. NAGAR,,V.D.PURAM, NAGAIAH HOTEL CENTRE, BHAVANI PURAM",24,1,0,,,,
VZCA,VIJAYAWADA - COMMERCIAL COMPLEX A,"VZA-COMMERCIAL COMPLEX A,MAHENDRA NAGAR,SHOP NOS.2/74, 2/75, 2/76, GOLLAPUDI",24,1,0,,,,
VZG,VIJAYAWADA - GANDHINAGAR,"D.NO:26-3-59, NAGESWARA RAO PANTHULU ROAD,,GANDHI NAGAR, VIJAYAWADA-520 003.",24,1,0,,,,
VZM,VIJAYAWADA - MOGHALRAJPURAM,"D.NO.40-17-25, 13TH DIVISION, NEAR HP.GAS COMPANY,,PAKEERGUDEM, VIJAYAWADA - 520 010",24,1,0,,,,
VZP,VIJAYAWADA - PATAMATA,"D.NO.58-6-41, OPP. RTC COLONY, 3RD ROAD,,PATAMATA, VIJAYAWADA.",24,1,0,,,,
VZR,VIJAYAWADA - RAMA MANDIRAM STREET,"D.NO.29-13-77/6, OPP.SANGHAMITHRA CLINIC,,KALESWARA RAO ROAD, SURYARAOPET, VIJAYAWADA-520 00",24,1,0,,,,
VZS,VIJAYAWADA - SEETHARAMPURAM,"D.NO.30-21-2, OLD EMPLOYMENT OFFICE ROAD,SITHARAMPURAM",24,1,0,,,,
CKPT,CHILAKALURIPET,"CHIRALA ROAD, NEAR BHARATH PETROL BUNK, BESIDE,CHANIKYA PUBLIC SCHOOL, CHILAKALURIPETA",25,1,0,,,,
DCHP,DACHEPALLE,"D.NO.1-11, C/O. DEVARASETTY BALANJANEYA COMPLEX,KESANAPALLI ROAD, DACHEPALLI,GUNTUR(D), A.P-522414",25,1,0,,,,
GRZ,GURAZALA,"D.NO.11-51, NEAR SBI CENTER,MACHARLA ROAD, GURAZALA",25,1,0,,,,
MCR,MACHERLA,"NO.13-2-34,SRISAILAM ROAD,NAGARJUNASAGARROAD,near srinivasa theatre, macherla-522 426",25,1,0,,,,
NTA,NARASARAOPET,"D.NO.2-15-83/1, NEAR AVULA SATRAM, SATTENAPALLI,ROAD, NARASARAOPET, GUNTUR-522 601.",25,1,0,,,,
PDRL,PIDUGURALLA,"D.NO.1-14/5A, MACHERLA ROAD,OPP. BACHUPAPAIAH MILL,PIDUGURALLA",25,1,0,,,,
STP,SATTENAPALLE,"D.NO:15-1-65,KATTAMURIVARI STREET",25,1,0,,,,
VNK,VINUKONDA,"NEAR RAILWAY STATION, YENUGUPALEM ROAD,VINUKONDA, GUNTUR DISTRICT",25,1,0,,,,
CMK,CHIMAKURTHY,"D.NO.10-90, SIDDAVARI STREET,,NEAR NTR STATU, CHIMAKURTHY",5,1,0,,,,
CBM,CUMBUM,"D.NO.7-155A, OPP.G.J.COLLEGE ,CUMBUM",5,1,0,,,,
DRS,DARSI,"D.NO.5-419, LANKOJANAMPALLI ROAD, DARSI(VILLAGE),prakasama(district), andhra pradsesh - 523 247",5,1,0,,,,
DRNL,DORNALA,"D.NO.1-34/2, BESIDE ANDHRA PRAGATHI GRAMEENA BANK,RICE MILL ROAD, DORNALA",5,1,0,,,,
MRK,MARKAPUR,"D.NO.7-308 (E3, E4),VIJAYA TALKIES ROAD",5,1,0,,,,
OGL,ONGOLE,"D.NO.256/4,NEAR GUNTUR BYPASS ROAD, NEHRU NAGAR,ONGLOE, PRAKASAM(DISTRICT), AP - 523001",5,1,0,,,,
PDL,PODILI,"SHOP NO.105, VASAVI COMPLEX,SECOND LINE,,opp.paramasiva statueRADHAM CENTRE, PODILI.",5,1,0,,,,
TRKM,TRIPURANTAKAM,"D.NO.1-211-1, WARD NO.1, TRIPURANTAKAM (POST),tripurantakam mandal, prakasam - 523 326",5,1,0,,,,
UPGR,UPPUGUNDUR,"D.NO.10/89, RAILWAY STATION ROAD,,NEAR CHURCH, UPPUGUNDUR, PRAKASAM DISTRICT.",5,1,0,,,,
YGPM,YERRAGONDAPALEM,"VENUGOPAL COMPLEX,KOLUKULA ROAD,,YERRAGONDAPALEM,PRAKASAM DIST.",5,1,0,,,,
BVRM,BHIMAVARAM,"D.NO.21-16-3, OPP MUNCIPAL OFFICE,,BHIMAVARAM",14,1,0,,,,
BVOB,BHIMAVARAM - OLD BUS STAND AREA,"NO.3-9-47, RAGHAVENDRA COMPLEX,GOVARDHAN TALKIES ROAD",14,1,0,,,,
DBCA,DUBACHERLA,"D.NO.5-80, JANGAREDDY MAIN ROAD, DUBACHERLA,WARANGAL (DISTRICT)",14,1,0,,,,
GVR,GANAPAVARAM,"D.NO.9-11/2, MAIN ROAD,GANAPAVARAM",14,1,0,,,,
NPR,NARSAPUR(W),"D.NO:5-7-40/1,NEAR BANK OF INDIA,DRY FISH MARKET CENTER, TAILORPET",14,1,0,,,,
NDJN,NAVUDURU JUNCTION,"POLAMURU, KONITHAVADA, NEAR PADHALA VENKAMMATEMPLE,SHOP NO.3, NOWDURU JUNCTION",14,1,0,,,,
PKO,PALAKOL,"D.NO.12-2-33, KODIGATTU AREA, TELEPHONE EXCHANGE ,AREA, NEAR JETTY WATER TANK, REVENUE WARD NO.7,PKO",14,1,0,,,,
TPG,TADEPALLIGUDEM - CANAL,"12-7-8/1A, BEHIND SRI VASAVI KANYAKA PARAMESWARI ,temple, near auto stand eluru road,tadepalligudem",14,1,0,,,,
TKU,TANUKU,"D.NO.35-8-31, TANUKU,Railway Station Road, Near Montessoin School",14,1,0,,,,
MLUR,MALUR,,40,4,0,,,,
PDTN,PUDUCHERRY THIRUBHUVANAI,,69,8,0,,,,
CHML,CHENNIMALAI,,82,9,0,,,,
TTKD,THOOTHUKUDI,,92,9,0,,,,
CHMD,CHENNAI - MADHAVARAM,,74,9,0,,,,
DVPM,DHALAVAIPURAM,,91,9,0,,,,
HNFG,HYDERABAD-BANJARA HILLS,,95,10,0,,,,
HEDG,MOOSAPET,,115,10,0,,,,
VZCC,VIJAYAWADA,,24,1,0,,,,
VZO,VIJAYAWADA,,24,1,0,,,,
